=======================================================================================
                            TOP-5000 САМЫХ ЧАСТЫХ СЛОВ
                            Сортировка: По_алфавиту
=======================================================================================

Режим: Все файлы
Файл: Папка SourceTexts
Дата: Dec 10 2025 15:20:06

-----------------------------------------------------------------------------------------------------------------------
  №   Слово                 Частота     Документы
3793   ребенка                     4   voyna-i-mir-tom-1.txt
3794   ребенком                    4   voyna-i-mir-tom-1.txt
3795   ребенок                     7   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
3796   ребята                      9   voyna-i-mir-tom-1.txt
3797   ревизию                     3   voyna-i-mir-tom-1.txt
3798   революции                   4   voyna-i-mir-tom-1.txt
3799   редко                       8   voyna-i-mir-tom-1.txt
3800   резервов                    3   voyna-i-mir-tom-1.txt
3801   резким                      4   voyna-i-mir-tom-1.txt
3802   резко                       3   voyna-i-mir-tom-1.txt
3803   результат                   3   voyna-i-mir-tom-1.txt
3804   рейтузы                     4   voyna-i-mir-tom-1.txt
3805   река                        3   voyna-i-mir-tom-1.txt
3806   рекомендательное            3   voyna-i-mir-tom-1.txt
3807   репнин                      4   voyna-i-mir-tom-1.txt
3808   речей                       5   voyna-i-mir-tom-1.txt
3809   речи                       11   voyna-i-mir-tom-1.txt
3810   речь                        4   voyna-i-mir-tom-1.txt
3811   решения                     5   voyna-i-mir-tom-1.txt
3812   решено                      7   voyna-i-mir-tom-1.txt
3813   решил                      10   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
3814   решилась                    5   voyna-i-mir-tom-1.txt
3815   решили                      5   voyna-i-mir-tom-1.txt
3816   решился                     6   voyna-i-mir-tom-1.txt
3817   решимость                   4   voyna-i-mir-tom-1.txt
3818   решительно                 13   voyna-i-mir-tom-1.txt
3819   решительным                 5   voyna-i-mir-tom-1.txt
3820   решится                     3   voyna-i-mir-tom-1.txt
3821   решить                      3   voyna-i-mir-tom-1.txt
3822   решиться                    6   voyna-i-mir-tom-1.txt
3823   ридикюль                    6   voyna-i-mir-tom-1.txt
3824   ридикюля                    3   voyna-i-mir-tom-1.txt
3825   робко                       7   voyna-i-mir-tom-1.txt
3826   ровно                       3   voyna-i-mir-tom-1.txt
3827   рода                        7   voyna-i-mir-tom-1.txt
3828   родинкой                    3   voyna-i-mir-tom-1.txt
3829   родной                      4   voyna-i-mir-tom-1.txt
3830   родных                      5   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
3831   роды                        3   voyna-i-mir-tom-1.txt
3832   роль                        5   voyna-i-mir-tom-1.txt
3833   рома                        3   voyna-i-mir-tom-1.txt
3834   рому                        3   voyna-i-mir-tom-1.txt
3835   россии                     21   voyna-i-mir-tom-1.txt
3836   роста                       4   voyna-i-mir-tom-1.txt
3837   ростов                    228   voyna-i-mir-tom-1.txt
3838   ростова                    49   voyna-i-mir-tom-1.txt
3839   ростовой                    3   voyna-i-mir-tom-1.txt
3840   ростову                    36   voyna-i-mir-tom-1.txt
3841   ростовым                    6   voyna-i-mir-tom-1.txt
3842   ростовых                    6   voyna-i-mir-tom-1.txt
3843   ростом                      7   voyna-i-mir-tom-1.txt
3844   рот                        18   voyna-i-mir-tom-1.txt
3845   рота                        7   voyna-i-mir-tom-1.txt
3846   роте                        8   voyna-i-mir-tom-1.txt
3847   ротмистр                    3   voyna-i-mir-tom-1.txt
3848   ротного                     3   voyna-i-mir-tom-1.txt
3849   ротному                     3   voyna-i-mir-tom-1.txt
3850   ротные                      3   voyna-i-mir-tom-1.txt
3851   ротный                      4   voyna-i-mir-tom-1.txt
3852   ротным                      5   voyna-i-mir-tom-1.txt
3853   ротой                       5   voyna-i-mir-tom-1.txt
3854   роту                        8   voyna-i-mir-tom-1.txt
3855   роты                       14   voyna-i-mir-tom-1.txt
3856   рта                         8   voyna-i-mir-tom-1.txt
3857   ртом                        7   voyna-i-mir-tom-1.txt
3858   рту                         3   voyna-i-mir-tom-1.txt
3859   рубашке                     4   voyna-i-mir-tom-1.txt
3860   рубашки                     3   voyna-i-mir-tom-1.txt
3861   рублей                      7   voyna-i-mir-tom-1.txt
3862   ружей                       5   voyna-i-mir-tom-1.txt
3863   ружье                       3   voyna-i-mir-tom-1.txt
3864   ружья                       7   voyna-i-mir-tom-1.txt
3865   рук                        10   voyna-i-mir-tom-1.txt
3866   рука                       13   voyna-i-mir-tom-1.txt
3867   рукав                       3   voyna-i-mir-tom-1.txt
3868   рукава                      8   voyna-i-mir-tom-1.txt
3869   руками                     37   voyna-i-mir-tom-1.txt
3870   руках                      20   voyna-i-mir-tom-1.txt
3871   руке                       20   voyna-i-mir-tom-1.txt
3872   руки                       62   voyna-i-mir-tom-1.txt
3873   руководили                  3   voyna-i-mir-tom-1.txt
3874   руководительницу            3   voyna-i-mir-tom-1.txt
3875   рукой                      39   voyna-i-mir-tom-1.txt
3876   рукою                       7   voyna-i-mir-tom-1.txt
3877   руку                      107   voyna-i-mir-tom-1.txt
3878   румяная                     3   voyna-i-mir-tom-1.txt
3879   румяный                     5   voyna-i-mir-tom-1.txt
3880   русская                     8   voyna-i-mir-tom-1.txt
3881   русские                    30   voyna-i-mir-tom-1.txt
3882   русский                    11   voyna-i-mir-tom-1.txt
3883   русским                     4   voyna-i-mir-tom-1.txt
3884   русскими                    6   voyna-i-mir-tom-1.txt
3885   русских                    19   voyna-i-mir-tom-1.txt
3886   русского                   17   voyna-i-mir-tom-1.txt
3887   русской                     7   voyna-i-mir-tom-1.txt
3888   русскую                     7   voyna-i-mir-tom-1.txt
3889   ручки                       6   voyna-i-mir-tom-1.txt
3890   рыжей                       3   voyna-i-mir-tom-1.txt
3891   рыжий                       3   voyna-i-mir-tom-1.txt
3892   рысью                      12   voyna-i-mir-tom-1.txt
3893   ряд                         5   voyna-i-mir-tom-1.txt
3894   ряда                        3   voyna-i-mir-tom-1.txt
3895   рядам                      10   voyna-i-mir-tom-1.txt
3896   рядами                      3   voyna-i-mir-tom-1.txt
3897   рядах                       5   voyna-i-mir-tom-1.txt
3898   рядом                      15   voyna-i-mir-tom-1.txt
3899   ряду                        3   voyna-i-mir-tom-1.txt
3900   ряды                        8   voyna-i-mir-tom-1.txt
3901   с                        1381   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
3902   саблей                      3   voyna-i-mir-tom-1.txt
3903   сабли                       3   voyna-i-mir-tom-1.txt
3904   саблю                       5   voyna-i-mir-tom-1.txt
3905   савари                      4   voyna-i-mir-tom-1.txt
3906   сад                         3   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
3907   садись                      5   voyna-i-mir-tom-1.txt
3908   садитесь                    6   voyna-i-mir-tom-1.txt
3909   саду                        3   voyna-i-mir-tom-1.txt
3910   сам                       100   voyna-i-mir-tom-1.txt
3911   сама                       15   voyna-i-mir-tom-1.txt
3912   самая                       8   voyna-i-mir-tom-1.txt
3913   сами                       17   voyna-i-mir-tom-1.txt
3914   самим                       9   voyna-i-mir-tom-1.txt
3915   само                        3   voyna-i-mir-tom-1.txt
3916   самого                     19   voyna-i-mir-tom-1.txt
3917   самодовольства              3   voyna-i-mir-tom-1.txt
3918   самое                      14   voyna-i-mir-tom-1.txt
3919   самой                      13   voyna-i-mir-tom-1.txt
3920   самом                      14   voyna-i-mir-tom-1.txt
3921   самому                     13   voyna-i-mir-tom-1.txt
3922   самую                       4   voyna-i-mir-tom-1.txt
3923   самые                      11   voyna-i-mir-tom-1.txt
3924   самый                      17   voyna-i-mir-tom-1.txt
3925   самым                       5   voyna-i-mir-tom-1.txt
3926   самых                      20   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
3927   сапог                       7   voyna-i-mir-tom-1.txt
3928   сапоги                      3   voyna-i-mir-tom-1.txt
3929   сбил                        3   voyna-i-mir-tom-1.txt
3930   сведения                    3   voyna-i-mir-tom-1.txt
3931   свежей                      3   voyna-i-mir-tom-1.txt
3932   свежий                      4   voyna-i-mir-tom-1.txt
3933   сверх                       5   voyna-i-mir-tom-1.txt
3934   сверху                      3   voyna-i-mir-tom-1.txt
3935   свет                       10   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
3936   света                       9   voyna-i-mir-tom-1.txt
3937   свете                      28   voyna-i-mir-tom-1.txt
3938   светло                      4   voyna-i-mir-tom-1.txt
3939   светлым                     3   voyna-i-mir-tom-1.txt
3940   светские                    3   voyna-i-mir-tom-1.txt
3941   свидание                    6   voyna-i-mir-tom-1.txt
3942   свидании                    4   voyna-i-mir-tom-1.txt
3943   свидания                   18   voyna-i-mir-tom-1.txt
3944   свист                       4   voyna-i-mir-tom-1.txt
3945   свистя                      3   voyna-i-mir-tom-1.txt
3946   свита                       3   voyna-i-mir-tom-1.txt
3947   свите                       5   voyna-i-mir-tom-1.txt
3948   свитой                      5   voyna-i-mir-tom-1.txt
3949   свитский                    9   voyna-i-mir-tom-1.txt
3950   свитского                   5   voyna-i-mir-tom-1.txt
3951   свиту                       3   voyna-i-mir-tom-1.txt
3952   свиты                      14   voyna-i-mir-tom-1.txt
3953   свободу                     6   voyna-i-mir-tom-1.txt
3954   свое                       60   voyna-i-mir-tom-1.txt
3955   своего                     84   voyna-i-mir-tom-1.txt
3956   своей                      86   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
3957   своем                      36   voyna-i-mir-tom-1.txt
3958   своему                     28   voyna-i-mir-tom-1.txt
3959   своею                      24   voyna-i-mir-tom-1.txt
3960   свои                       57   voyna-i-mir-tom-1.txt
3961   своим                      81   voyna-i-mir-tom-1.txt
3962   своими                     40   voyna-i-mir-tom-1.txt
3963   своих                      57   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
3964   свой                       35   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
3965   свойственною                5   voyna-i-mir-tom-1.txt
3966   свою                      105   voyna-i-mir-tom-1.txt
3967   своя                        6   voyna-i-mir-tom-1.txt
3968   связи                       4   voyna-i-mir-tom-1.txt
3969   сделав                      4   voyna-i-mir-tom-1.txt
3970   сделавшись                  4   voyna-i-mir-tom-1.txt
3971   сделаем                     4   voyna-i-mir-tom-1.txt
3972   сделает                     4   voyna-i-mir-tom-1.txt
3973   сделай                      5   voyna-i-mir-tom-1.txt
3974   сделал                     29   voyna-i-mir-tom-1.txt
3975   сделала                    11   voyna-i-mir-tom-1.txt
3976   сделали                    15   voyna-i-mir-tom-1.txt
3977   сделалось                   6   voyna-i-mir-tom-1.txt
3978   сделался                    5   voyna-i-mir-tom-1.txt
3979   сделано                     4   voyna-i-mir-tom-1.txt
3980   сделаны                     3   voyna-i-mir-tom-1.txt
3981   сделать                    37   voyna-i-mir-tom-1.txt
3982   сделаю                     13   voyna-i-mir-tom-1.txt
3983   сдерживая                   4   voyna-i-mir-tom-1.txt
3984   себе                      128   voyna-i-mir-tom-1.txt
3985   себя                      201   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
3986   сегодня                     3   voyna-i-mir-tom-1.txt
3987   седле                       4   voyna-i-mir-tom-1.txt
3988   седыми                      4   voyna-i-mir-tom-1.txt
3989   сейчас                     35   voyna-i-mir-tom-1.txt
3990   секреты                     3   voyna-i-mir-tom-1.txt
3991   секунд                      5   voyna-i-mir-tom-1.txt
3992   секунду                     6   voyna-i-mir-tom-1.txt
3993   сел                        20   voyna-i-mir-tom-1.txt
3994   села                        7   voyna-i-mir-tom-1.txt
3995   сели                        3   voyna-i-mir-tom-1.txt
3996   семь                        6   voyna-i-mir-tom-1.txt
3997   семьи                       3   voyna-i-mir-tom-1.txt
3998   сени                        5   voyna-i-mir-tom-1.txt
3999   сенях                       3   voyna-i-mir-tom-1.txt
4000   сергей                      7   voyna-i-mir-tom-1.txt
4001   сергея                      3   voyna-i-mir-tom-1.txt
4002   сердитесь                   3   voyna-i-mir-tom-1.txt
4003   сердито                    29   voyna-i-mir-tom-1.txt
4004   сердитым                    5   voyna-i-mir-tom-1.txt
4005   сердца                     12   voyna-i-mir-tom-1.txt, Пушкин_Пророк.txt
4006   сердце                     22   voyna-i-mir-tom-1.txt, Пушкин_Пророк.txt
4007   сердцу                      4   voyna-i-mir-tom-1.txt
4008   серебро                     3   voyna-i-mir-tom-1.txt
4009   середине                   18   voyna-i-mir-tom-1.txt
4010   середину                    4   voyna-i-mir-tom-1.txt
4011   середины                    3   voyna-i-mir-tom-1.txt
4012   сержант                     3   voyna-i-mir-tom-1.txt
4013   серыми                      4   voyna-i-mir-tom-1.txt
4014   серых                       3   voyna-i-mir-tom-1.txt
4015   серьезно                   15   voyna-i-mir-tom-1.txt
4016   серьезное                   5   voyna-i-mir-tom-1.txt
4017   сестра                      3   voyna-i-mir-tom-1.txt
4018   сестре                      5   voyna-i-mir-tom-1.txt
4019   сестру                      4   voyna-i-mir-tom-1.txt
4020   сестры                      9   voyna-i-mir-tom-1.txt
4021   сесть                       9   voyna-i-mir-tom-1.txt
4022   сзади                      32   voyna-i-mir-tom-1.txt
4023   сидевшая                    3   voyna-i-mir-tom-1.txt
4024   сидевшего                   5   voyna-i-mir-tom-1.txt
4025   сидел                      42   voyna-i-mir-tom-1.txt
4026   сидела                     21   voyna-i-mir-tom-1.txt
4027   сидели                     24   voyna-i-mir-tom-1.txt
4028   сидит                       5   voyna-i-mir-tom-1.txt
4029   сидоров                     4   voyna-i-mir-tom-1.txt
4030   сидя                        7   voyna-i-mir-tom-1.txt
4031   сил                         6   voyna-i-mir-tom-1.txt
4032   сила                        4   voyna-i-mir-tom-1.txt
4033   силами                      8   voyna-i-mir-tom-1.txt
4034   силах                      11   voyna-i-mir-tom-1.txt
4035   силе                        5   voyna-i-mir-tom-1.txt
4036   силен                       3   voyna-i-mir-tom-1.txt
4037   силу                        4   voyna-i-mir-tom-1.txt
4038   силы                       20   voyna-i-mir-tom-1.txt
4039   сильнее                    11   voyna-i-mir-tom-1.txt
4040   сильно                      7   voyna-i-mir-tom-1.txt
4041   сильный                     4   voyna-i-mir-tom-1.txt
4042   симметрично                 4   voyna-i-mir-tom-1.txt
4043   синей                       3   voyna-i-mir-tom-1.txt
4044   синих                       5   voyna-i-mir-tom-1.txt
4045   сих                        10   voyna-i-mir-tom-1.txt
4046   сиятельство                31   voyna-i-mir-tom-1.txt
4047   скажет                     13   voyna-i-mir-tom-1.txt
4048   скажете                     5   voyna-i-mir-tom-1.txt
4049   скажешь                     3   voyna-i-mir-tom-1.txt
4050   скажи                       3   voyna-i-mir-tom-1.txt
4051   скажите                    16   voyna-i-mir-tom-1.txt
4052   скажу                      20   voyna-i-mir-tom-1.txt
4053   сказав                      6   voyna-i-mir-tom-1.txt
4054   сказал                    568   voyna-i-mir-tom-1.txt
4055   сказала                   195   voyna-i-mir-tom-1.txt
4056   сказали                    15   voyna-i-mir-tom-1.txt
4057   сказано                    10   voyna-i-mir-tom-1.txt
4058   сказать                    56   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
4059   скакал                      5   voyna-i-mir-tom-1.txt
4060   скакали                     6   voyna-i-mir-tom-1.txt
4061   скакать                     3   voyna-i-mir-tom-1.txt
4062   сквозь                     15   voyna-i-mir-tom-1.txt
4063   скинул                      4   voyna-i-mir-tom-1.txt
4064   складки                     8   voyna-i-mir-tom-1.txt
4065   склонив                     3   voyna-i-mir-tom-1.txt
4066   сколько                    26   voyna-i-mir-tom-1.txt
4067   скомандовал                 3   voyna-i-mir-tom-1.txt
4068   скорее                     21   voyna-i-mir-tom-1.txt
4069   скорей                      3   voyna-i-mir-tom-1.txt
4070   скоро                      23   voyna-i-mir-tom-1.txt
4071   скрывать                    3   voyna-i-mir-tom-1.txt
4072   скрылась                    3   voyna-i-mir-tom-1.txt
4073   скрылись                    5   voyna-i-mir-tom-1.txt
4074   скрыть                      5   voyna-i-mir-tom-1.txt
4075   скучно                      6   voyna-i-mir-tom-1.txt
4076   слабо                       5   voyna-i-mir-tom-1.txt
4077   слабости                    4   voyna-i-mir-tom-1.txt
4078   слабый                      6   voyna-i-mir-tom-1.txt
4079   слава                      15   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
4080   славно                      6   voyna-i-mir-tom-1.txt
4081   славные                     3   voyna-i-mir-tom-1.txt
4082   славный                     5   voyna-i-mir-tom-1.txt
4083   славу                       5   voyna-i-mir-tom-1.txt
4084   славы                       4   voyna-i-mir-tom-1.txt
4085   слева                       4   voyna-i-mir-tom-1.txt
4086   слегка                     23   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
4087   следует                     5   voyna-i-mir-tom-1.txt
4088   следующего                  3   voyna-i-mir-tom-1.txt
4089   следующее                   3   voyna-i-mir-tom-1.txt
4090   следя                       3   voyna-i-mir-tom-1.txt
4091   слез                       11   voyna-i-mir-tom-1.txt
4092   слезами                     3   voyna-i-mir-tom-1.txt
4093   слезы                      27   voyna-i-mir-tom-1.txt
4094   сливались                   7   voyna-i-mir-tom-1.txt
4095   сливаясь                    4   voyna-i-mir-tom-1.txt
4096   слились                     4   voyna-i-mir-tom-1.txt
4097   слишком                    33   voyna-i-mir-tom-1.txt
4098   слов                       20   voyna-i-mir-tom-1.txt
4099   слова                      65   voyna-i-mir-tom-1.txt
4100   словам                      5   voyna-i-mir-tom-1.txt
4101   словами                    12   voyna-i-mir-tom-1.txt
4102   словах                      5   voyna-i-mir-tom-1.txt
4103   слове                       8   voyna-i-mir-tom-1.txt
4104   слово                      32   voyna-i-mir-tom-1.txt
4105   словом                      5   voyna-i-mir-tom-1.txt
4106   слуг                        3   voyna-i-mir-tom-1.txt
4107   слуга                       5   voyna-i-mir-tom-1.txt
4108   слуге                       3   voyna-i-mir-tom-1.txt
4109   служба                      3   voyna-i-mir-tom-1.txt
4110   службе                      4   voyna-i-mir-tom-1.txt
4111   службу                      4   voyna-i-mir-tom-1.txt
4112   службы                      9   voyna-i-mir-tom-1.txt
4113   служил                      7   voyna-i-mir-tom-1.txt
4114   служить                     8   voyna-i-mir-tom-1.txt
4115   слух                        6   voyna-i-mir-tom-1.txt
4116   слухи                       6   voyna-i-mir-tom-1.txt
4117   случае                     13   voyna-i-mir-tom-1.txt
4118   случаем                     3   voyna-i-mir-tom-1.txt
4119   случай                      6   voyna-i-mir-tom-1.txt
4120   случайно                    4   voyna-i-mir-tom-1.txt
4121   случайности                 3   voyna-i-mir-tom-1.txt
4122   случаю                      4   voyna-i-mir-tom-1.txt
4123   случая                      6   voyna-i-mir-tom-1.txt
4124   случаях                     6   voyna-i-mir-tom-1.txt
4125   случилось                  11   voyna-i-mir-tom-1.txt
4126   слушает                     3   voyna-i-mir-tom-1.txt
4127   слушай                      4   voyna-i-mir-tom-1.txt
4128   слушал                     14   voyna-i-mir-tom-1.txt
4129   слушала                     5   voyna-i-mir-tom-1.txt
4130   слушали                     6   voyna-i-mir-tom-1.txt
4131   слушателей                  4   voyna-i-mir-tom-1.txt
4132   слушать                     9   voyna-i-mir-tom-1.txt
4133   слушая                      5   voyna-i-mir-tom-1.txt
4134   слыхал                      3   voyna-i-mir-tom-1.txt
4135   слыша                       3   voyna-i-mir-tom-1.txt
4136   слышал                     26   voyna-i-mir-tom-1.txt
4137   слышала                     4   voyna-i-mir-tom-1.txt
4138   слышалась                   6   voyna-i-mir-tom-1.txt
4139   слышали                     4   voyna-i-mir-tom-1.txt
4140   слышались                  16   voyna-i-mir-tom-1.txt
4141   слышалось                   4   voyna-i-mir-tom-1.txt
4142   слышался                    4   voyna-i-mir-tom-1.txt
4143   слышать                     7   voyna-i-mir-tom-1.txt
4144   слышен                      3   voyna-i-mir-tom-1.txt
4145   слышишь                     3   voyna-i-mir-tom-1.txt
4146   слышнее                     6   voyna-i-mir-tom-1.txt
4147   слышно                      7   voyna-i-mir-tom-1.txt
4148   слышны                      9   voyna-i-mir-tom-1.txt
4149   слышным                     3   voyna-i-mir-tom-1.txt
4150   смел                        3   voyna-i-mir-tom-1.txt
4151   смелости                    3   voyna-i-mir-tom-1.txt
4152   смелым                      3   voyna-i-mir-tom-1.txt
4153   смерти                     18   voyna-i-mir-tom-1.txt
4154   смерть                     11   voyna-i-mir-tom-1.txt
4155   смертью                     3   voyna-i-mir-tom-1.txt
4156   смех                        8   voyna-i-mir-tom-1.txt
4157   смеха                      12   voyna-i-mir-tom-1.txt
4158   смехом                      6   voyna-i-mir-tom-1.txt
4159   смешно                      4   voyna-i-mir-tom-1.txt
4160   смея                        3   voyna-i-mir-tom-1.txt
4161   смеялись                    8   voyna-i-mir-tom-1.txt
4162   смеялся                     7   voyna-i-mir-tom-1.txt
4163   смеясь                     16   voyna-i-mir-tom-1.txt
4164   смеяться                    3   voyna-i-mir-tom-1.txt
4165   смирно                      3   voyna-i-mir-tom-1.txt
4166   сморщился                   3   voyna-i-mir-tom-1.txt
4167   смотр                       6   voyna-i-mir-tom-1.txt
4168   смотра                      9   voyna-i-mir-tom-1.txt
4169   смотревший                  3   voyna-i-mir-tom-1.txt
4170   смотрел                    54   voyna-i-mir-tom-1.txt
4171   смотрела                   14   voyna-i-mir-tom-1.txt
4172   смотрели                   30   voyna-i-mir-tom-1.txt
4173   смотреть                   15   voyna-i-mir-tom-1.txt
4174   смотри                      5   voyna-i-mir-tom-1.txt
4175   смотрит                     4   voyna-i-mir-tom-1.txt
4176   смотрите                    6   voyna-i-mir-tom-1.txt
4177   смотру                      4   voyna-i-mir-tom-1.txt
4178   смотрят                     3   voyna-i-mir-tom-1.txt
4179   смысл                       3   voyna-i-mir-tom-1.txt
4180   сна                         3   voyna-i-mir-tom-1.txt
4181   сначала                    10   voyna-i-mir-tom-1.txt
4182   сне                         4   voyna-i-mir-tom-1.txt
4183   снег                        5   voyna-i-mir-tom-1.txt
4184   снизу                       4   voyna-i-mir-tom-1.txt
4185   снова                      12   voyna-i-mir-tom-1.txt
4186   снял                        5   voyna-i-mir-tom-1.txt
4187   со                        104   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
4188   собеседника                 6   voyna-i-mir-tom-1.txt
4189   собеседницу                 3   voyna-i-mir-tom-1.txt
4190   собой                      42   voyna-i-mir-tom-1.txt
4191   собою                      21   voyna-i-mir-tom-1.txt
4192   собрал                      5   voyna-i-mir-tom-1.txt
4193   собрались                   5   voyna-i-mir-tom-1.txt
4194   собственно                  3   voyna-i-mir-tom-1.txt
4195   совершающегося              3   voyna-i-mir-tom-1.txt
4196   совершенно                 43   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
4197   совестно                    7   voyna-i-mir-tom-1.txt
4198   совет                       8   voyna-i-mir-tom-1.txt
4199   совета                      6   voyna-i-mir-tom-1.txt
4200   совете                      8   voyna-i-mir-tom-1.txt
4201   совсем                     35   voyna-i-mir-tom-1.txt
4202   согласен                    4   voyna-i-mir-tom-1.txt
4203   содрогание                  3   voyna-i-mir-tom-1.txt
4204   соединение                  6   voyna-i-mir-tom-1.txt
4205   соединиться                 3   voyna-i-mir-tom-1.txt
4206   сознавая                    4   voyna-i-mir-tom-1.txt
4207   сознание                    9   voyna-i-mir-tom-1.txt
4208   сознания                    3   voyna-i-mir-tom-1.txt
4209   солдат                     83   voyna-i-mir-tom-1.txt
4210   солдата                    21   voyna-i-mir-tom-1.txt
4211   солдатам                    4   voyna-i-mir-tom-1.txt
4212   солдатами                   7   voyna-i-mir-tom-1.txt
4213   солдатом                    4   voyna-i-mir-tom-1.txt
4214   солдатским                  3   voyna-i-mir-tom-1.txt
4215   солдатскую                  3   voyna-i-mir-tom-1.txt
4216   солдату                     8   voyna-i-mir-tom-1.txt
4217   солдаты                    59   voyna-i-mir-tom-1.txt
4218   солнца                      6   voyna-i-mir-tom-1.txt
4219   солнце                     10   voyna-i-mir-tom-1.txt
4220   сомнения                    9   voyna-i-mir-tom-1.txt
4221   сон                         7   voyna-i-mir-tom-1.txt, Пушкин_Пророк.txt
4222   сони                        5   voyna-i-mir-tom-1.txt
4223   соню                        5   voyna-i-mir-tom-1.txt
4224   соня                       44   voyna-i-mir-tom-1.txt
4225   соображал                   3   voyna-i-mir-tom-1.txt
4226   соображая                   5   voyna-i-mir-tom-1.txt
4227   соображения                 7   voyna-i-mir-tom-1.txt
4228   сообразите                  3   voyna-i-mir-tom-1.txt
4229   сообщения                   3   voyna-i-mir-tom-1.txt
4230   сопутствуемый               6   voyna-i-mir-tom-1.txt
4231   сорок                       5   voyna-i-mir-tom-1.txt
4232   сорока                      3   voyna-i-mir-tom-1.txt
4233   соседней                    3   voyna-i-mir-tom-1.txt
4234   составляли                  6   voyna-i-mir-tom-1.txt
4235   состоит                     3   voyna-i-mir-tom-1.txt
4236   состоял                     3   voyna-i-mir-tom-1.txt
4237   состояла                    7   voyna-i-mir-tom-1.txt
4238   состояние                   7   voyna-i-mir-tom-1.txt
4239   состоянии                  10   voyna-i-mir-tom-1.txt
4240   состояния                   4   voyna-i-mir-tom-1.txt
4241   сотни                       4   voyna-i-mir-tom-1.txt
4242   сошли                       3   voyna-i-mir-tom-1.txt
4243   спал                        8   voyna-i-mir-tom-1.txt
4244   спасет                      4   voyna-i-mir-tom-1.txt
4245   спасибо                     5   voyna-i-mir-tom-1.txt
4246   спаситель                   4   voyna-i-mir-tom-1.txt
4247   спасителя                   4   voyna-i-mir-tom-1.txt
4248   спасти                      3   voyna-i-mir-tom-1.txt
4249   спать                       4   voyna-i-mir-tom-1.txt
4250   спереди                     5   voyna-i-mir-tom-1.txt
4251   спин                        3   voyna-i-mir-tom-1.txt
4252   спине                       4   voyna-i-mir-tom-1.txt
4253   спиною                      4   voyna-i-mir-tom-1.txt
4254   спины                       4   voyna-i-mir-tom-1.txt
4255   спокоен                     3   voyna-i-mir-tom-1.txt
4256   спокойно                   22   voyna-i-mir-tom-1.txt
4257   спокойное                   3   voyna-i-mir-tom-1.txt
4258   спокойном                   3   voyna-i-mir-tom-1.txt
4259   способности                 4   voyna-i-mir-tom-1.txt
4260   справа                      8   voyna-i-mir-tom-1.txt
4261   справедливо                 6   voyna-i-mir-tom-1.txt
4262   спрашивал                  15   voyna-i-mir-tom-1.txt
4263   спрашивала                  4   voyna-i-mir-tom-1.txt
4264   спрашивали                  3   voyna-i-mir-tom-1.txt
4265   спрашивать                  7   voyna-i-mir-tom-1.txt
4266   спрашиваю                   6   voyna-i-mir-tom-1.txt
4267   спрашивая                   4   voyna-i-mir-tom-1.txt
4268   спросил                    80   voyna-i-mir-tom-1.txt
4269   спросила                   21   voyna-i-mir-tom-1.txt
4270   спросить                   10   voyna-i-mir-tom-1.txt
4271   спрошу                      3   voyna-i-mir-tom-1.txt
4272   спрыгнул                    3   voyna-i-mir-tom-1.txt
4273   спрятала                    5   voyna-i-mir-tom-1.txt
4274   спускал                     3   voyna-i-mir-tom-1.txt
4275   спускались                  4   voyna-i-mir-tom-1.txt
4276   спускаться                  3   voyna-i-mir-tom-1.txt
4277   спуская                     7   voyna-i-mir-tom-1.txt
4278   спуске                      3   voyna-i-mir-tom-1.txt
4279   спустились                  5   voyna-i-mir-tom-1.txt
4280   сравнении                   8   voyna-i-mir-tom-1.txt
4281   сражение                   24   voyna-i-mir-tom-1.txt
4282   сражении                    7   voyna-i-mir-tom-1.txt
4283   сражений                    5   voyna-i-mir-tom-1.txt
4284   сражению                    3   voyna-i-mir-tom-1.txt
4285   сражения                   38   voyna-i-mir-tom-1.txt
4286   среди                      12   voyna-i-mir-tom-1.txt
4287   средине                     7   voyna-i-mir-tom-1.txt
4288   средство                    3   voyna-i-mir-tom-1.txt
4289   ста                         3   voyna-i-mir-tom-1.txt
4290   стакан                      6   voyna-i-mir-tom-1.txt
4291   стаканы                     3   voyna-i-mir-tom-1.txt
4292   стал                       58   voyna-i-mir-tom-1.txt
4293   стала                      13   voyna-i-mir-tom-1.txt
4294   стали                      29   voyna-i-mir-tom-1.txt
4295   стало                      23   voyna-i-mir-tom-1.txt
