=======================================================================================
                            TOP-5000 САМЫХ ЧАСТЫХ СЛОВ
                            Сортировка: По_частоте
=======================================================================================

Режим: Все файлы
Файл: Папка SourceTexts
Дата: Dec 10 2025 15:20:06

-----------------------------------------------------------------------------------------------------------------------
  №   Слово                 Частота     Документы
905   оттого                     14   voyna-i-mir-tom-1.txt
906   отцом                      14   voyna-i-mir-tom-1.txt
907   план                       14   voyna-i-mir-tom-1.txt
908   поди                       14   voyna-i-mir-tom-1.txt
909   понимал                    14   voyna-i-mir-tom-1.txt
910   последнее                  14   voyna-i-mir-tom-1.txt
911   пять                       14   voyna-i-mir-tom-1.txt
912   рассказал                  14   voyna-i-mir-tom-1.txt
913   роты                       14   voyna-i-mir-tom-1.txt
914   самое                      14   voyna-i-mir-tom-1.txt
915   самом                      14   voyna-i-mir-tom-1.txt
916   свиты                      14   voyna-i-mir-tom-1.txt
917   слушал                     14   voyna-i-mir-tom-1.txt
918   смотрела                   14   voyna-i-mir-tom-1.txt
919   стараясь                   14   voyna-i-mir-tom-1.txt
920   старого                    14   voyna-i-mir-tom-1.txt
921   столько                    14   voyna-i-mir-tom-1.txt
922   страшно                    14   voyna-i-mir-tom-1.txt
923   такого                     14   voyna-i-mir-tom-1.txt
924   телянин                    14   voyna-i-mir-tom-1.txt
925   тото                       14   voyna-i-mir-tom-1.txt
926   туда                       14   voyna-i-mir-tom-1.txt
927   удовольствием              14   voyna-i-mir-tom-1.txt
928   утром                      14   voyna-i-mir-tom-1.txt
929   французские                14   voyna-i-mir-tom-1.txt
930   четыре                     14   voyna-i-mir-tom-1.txt
931   шагом                      14   voyna-i-mir-tom-1.txt
932   cela                       13   voyna-i-mir-tom-1.txt
933   guerre                     13   voyna-i-mir-tom-1.txt
934   par                        13   voyna-i-mir-tom-1.txt
935   princesse                  13   voyna-i-mir-tom-1.txt
936   sont                       13   voyna-i-mir-tom-1.txt
937   suis                       13   voyna-i-mir-tom-1.txt
938   анне                       13   voyna-i-mir-tom-1.txt
939   анну                       13   voyna-i-mir-tom-1.txt
940   большим                    13   voyna-i-mir-tom-1.txt
941   бутылку                    13   voyna-i-mir-tom-1.txt
942   ваша                       13   voyna-i-mir-tom-1.txt
943   вейротер                   13   voyna-i-mir-tom-1.txt
944   велел                      13   voyna-i-mir-tom-1.txt
945   великого                   13   voyna-i-mir-tom-1.txt
946   взглянула                  13   voyna-i-mir-tom-1.txt
947   виде                       13   voyna-i-mir-tom-1.txt
948   виноват                    13   voyna-i-mir-tom-1.txt
949   вошла                      13   voyna-i-mir-tom-1.txt
950   вспомнил                   13   voyna-i-mir-tom-1.txt
951   говорите                   13   voyna-i-mir-tom-1.txt
952   графини                    13   voyna-i-mir-tom-1.txt
953   держал                     13   voyna-i-mir-tom-1.txt
954   дети                       13   voyna-i-mir-tom-1.txt
955   долохова                   13   voyna-i-mir-tom-1.txt
956   другому                    13   voyna-i-mir-tom-1.txt
957   думать                     13   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
958   желание                    13   voyna-i-mir-tom-1.txt
959   женщин                     13   voyna-i-mir-tom-1.txt
960   жестом                     13   voyna-i-mir-tom-1.txt
961   жюли                       13   voyna-i-mir-tom-1.txt
962   изредка                    13   voyna-i-mir-tom-1.txt
963   иначе                      13   voyna-i-mir-tom-1.txt
964   испытывал                  13   voyna-i-mir-tom-1.txt
965   история                    13   voyna-i-mir-tom-1.txt
966   какойто                    13   voyna-i-mir-tom-1.txt
967   княжну                     13   voyna-i-mir-tom-1.txt
968   кому                       13   voyna-i-mir-tom-1.txt
969   кресло                     13   voyna-i-mir-tom-1.txt
970   ласково                    13   voyna-i-mir-tom-1.txt
971   лиц                        13   voyna-i-mir-tom-1.txt
972   лицах                      13   voyna-i-mir-tom-1.txt
973   менее                      13   voyna-i-mir-tom-1.txt
974   министра                   13   voyna-i-mir-tom-1.txt
975   михайловны                 13   voyna-i-mir-tom-1.txt
976   начальника                 13   voyna-i-mir-tom-1.txt
977   нашего                     13   voyna-i-mir-tom-1.txt
978   неловко                    13   voyna-i-mir-tom-1.txt
979   немец                      13   voyna-i-mir-tom-1.txt
980   неужели                    13   voyna-i-mir-tom-1.txt
981   николая                    13   voyna-i-mir-tom-1.txt
982   никому                     13   voyna-i-mir-tom-1.txt
983   огромный                   13   voyna-i-mir-tom-1.txt
984   одни                       13   voyna-i-mir-tom-1.txt
985   одному                     13   voyna-i-mir-tom-1.txt
986   окна                       13   voyna-i-mir-tom-1.txt
987   отдал                      13   voyna-i-mir-tom-1.txt
988   платок                     13   voyna-i-mir-tom-1.txt
989   показался                  13   voyna-i-mir-tom-1.txt
990   показать                   13   voyna-i-mir-tom-1.txt
991   прекрасно                  13   voyna-i-mir-tom-1.txt
992   прошли                     13   voyna-i-mir-tom-1.txt
993   прошу                      13   voyna-i-mir-tom-1.txt
994   разговора                  13   voyna-i-mir-tom-1.txt
995   решительно                 13   voyna-i-mir-tom-1.txt
996   рука                       13   voyna-i-mir-tom-1.txt
997   самой                      13   voyna-i-mir-tom-1.txt
998   самому                     13   voyna-i-mir-tom-1.txt
999   сделаю                     13   voyna-i-mir-tom-1.txt
1000   скажет                     13   voyna-i-mir-tom-1.txt
1001   случае                     13   voyna-i-mir-tom-1.txt
1002   стала                      13   voyna-i-mir-tom-1.txt
1003   столом                     13   voyna-i-mir-tom-1.txt
1004   стыдно                     13   voyna-i-mir-tom-1.txt
1005   тумана                     13   voyna-i-mir-tom-1.txt
1006   тысяч                      13   voyna-i-mir-tom-1.txt
1007   фигура                     13   voyna-i-mir-tom-1.txt
1008   фланг                      13   voyna-i-mir-tom-1.txt
1009   фронте                     13   voyna-i-mir-tom-1.txt
1010   хочешь                     13   voyna-i-mir-tom-1.txt
1011   чуть                       13   voyna-i-mir-tom-1.txt
1012   шаг                        13   voyna-i-mir-tom-1.txt
1013   штабротмистр               13   voyna-i-mir-tom-1.txt
1014   annette                    12   voyna-i-mir-tom-1.txt
1015   ca                         12   voyna-i-mir-tom-1.txt
1016   chez                       12   voyna-i-mir-tom-1.txt
1017   ii                         12   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
1018   jamais                     12   voyna-i-mir-tom-1.txt
1019   адъютантов                 12   voyna-i-mir-tom-1.txt
1020   адъютанты                  12   voyna-i-mir-tom-1.txt
1021   атаковать                  12   voyna-i-mir-tom-1.txt
1022   батареи                    12   voyna-i-mir-tom-1.txt
1023   благодарю                  12   voyna-i-mir-tom-1.txt
1024   благородие                 12   voyna-i-mir-tom-1.txt
1025   большого                   12   voyna-i-mir-tom-1.txt
1026   будем                      12   voyna-i-mir-tom-1.txt
1027   вашего                     12   voyna-i-mir-tom-1.txt
1028   вене                       12   voyna-i-mir-tom-1.txt
1029   весьма                     12   voyna-i-mir-tom-1.txt
1030   военный                    12   voyna-i-mir-tom-1.txt
1031   война                      12   voyna-i-mir-tom-1.txt
1032   года                       12   voyna-i-mir-tom-1.txt
1033   деревню                    12   voyna-i-mir-tom-1.txt
1034   должны                     12   voyna-i-mir-tom-1.txt
1035   дороги                     12   voyna-i-mir-tom-1.txt
1036   дорогой                    12   voyna-i-mir-tom-1.txt
1037   душа                       12   voyna-i-mir-tom-1.txt
1038   душе                       12   voyna-i-mir-tom-1.txt
1039   души                       12   voyna-i-mir-tom-1.txt
1040   ею                         12   voyna-i-mir-tom-1.txt
1041   жена                       12   voyna-i-mir-tom-1.txt
1042   затем                      12   voyna-i-mir-tom-1.txt
1043   значительно                12   voyna-i-mir-tom-1.txt
1044   императоров                12   voyna-i-mir-tom-1.txt
1045   испуганно                  12   voyna-i-mir-tom-1.txt
1046   каждом                     12   voyna-i-mir-tom-1.txt
1047   лоб                        12   voyna-i-mir-tom-1.txt
1048   любви                      12   voyna-i-mir-tom-1.txt
1049   людям                      12   voyna-i-mir-tom-1.txt
1050   моей                       12   voyna-i-mir-tom-1.txt, Пушкин_Пророк.txt
1051   молчал                     12   voyna-i-mir-tom-1.txt
1052   мою                        12   voyna-i-mir-tom-1.txt
1053   мужа                       12   voyna-i-mir-tom-1.txt
1054   никакого                   12   voyna-i-mir-tom-1.txt
1055   новые                      12   voyna-i-mir-tom-1.txt
1056   ног                        12   voyna-i-mir-tom-1.txt
1057   ночи                       12   voyna-i-mir-tom-1.txt
1058   образом                    12   voyna-i-mir-tom-1.txt
1059   общество                   12   voyna-i-mir-tom-1.txt
1060   оглядывая                  12   voyna-i-mir-tom-1.txt
1061   отошел                     12   voyna-i-mir-tom-1.txt
1062   пари                       12   voyna-i-mir-tom-1.txt
1063   петя                       12   voyna-i-mir-tom-1.txt
1064   пехоты                     12   voyna-i-mir-tom-1.txt
1065   писал                      12   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
1066   поднимая                   12   voyna-i-mir-tom-1.txt
1067   поля                       12   voyna-i-mir-tom-1.txt
1068   порусски                   12   voyna-i-mir-tom-1.txt
1069   послал                     12   voyna-i-mir-tom-1.txt
1070   посмотрите                 12   voyna-i-mir-tom-1.txt
1071   представить                12   voyna-i-mir-tom-1.txt
1072   приятно                    12   voyna-i-mir-tom-1.txt
1073   просто                     12   voyna-i-mir-tom-1.txt
1074   пушки                      12   voyna-i-mir-tom-1.txt
1075   ради                       12   voyna-i-mir-tom-1.txt
1076   радости                    12   voyna-i-mir-tom-1.txt
1077   разных                     12   voyna-i-mir-tom-1.txt
1078   рысью                      12   voyna-i-mir-tom-1.txt
1079   сердца                     12   voyna-i-mir-tom-1.txt, Пушкин_Пророк.txt
1080   словами                    12   voyna-i-mir-tom-1.txt
1081   смеха                      12   voyna-i-mir-tom-1.txt
1082   снова                      12   voyna-i-mir-tom-1.txt
1083   среди                      12   voyna-i-mir-tom-1.txt
1084   старшая                    12   voyna-i-mir-tom-1.txt
1085   стороне                    12   voyna-i-mir-tom-1.txt
1086   стояла                     12   voyna-i-mir-tom-1.txt
1087   судьба                     12   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
1088   толстый                    12   voyna-i-mir-tom-1.txt
1089   французский                12   voyna-i-mir-tom-1.txt
1090   ходил                      12   voyna-i-mir-tom-1.txt
1091   хорош                      12   voyna-i-mir-tom-1.txt
1092   человеку                   12   voyna-i-mir-tom-1.txt
1093   чувством                   12   voyna-i-mir-tom-1.txt
1094   bon                        11   voyna-i-mir-tom-1.txt
1095   bonne                      11   voyna-i-mir-tom-1.txt
1096   ces                        11   voyna-i-mir-tom-1.txt
1097   dit                        11   voyna-i-mir-tom-1.txt
1098   etes                       11   voyna-i-mir-tom-1.txt
1099   lise                       11   voyna-i-mir-tom-1.txt
1100   nest                       11   voyna-i-mir-tom-1.txt
1101   sur                        11   voyna-i-mir-tom-1.txt
1102   und                        11   voyna-i-mir-tom-1.txt
1103   александра                 11   voyna-i-mir-tom-1.txt
1104   атака                      11   voyna-i-mir-tom-1.txt
1105   боялся                     11   voyna-i-mir-tom-1.txt
1106   браунау                    11   voyna-i-mir-tom-1.txt
1107   будете                     11   voyna-i-mir-tom-1.txt
1108   будут                      11   voyna-i-mir-tom-1.txt
1109   будь                       11   voyna-i-mir-tom-1.txt
1110   василью                    11   voyna-i-mir-tom-1.txt
1111   вашей                      11   voyna-i-mir-tom-1.txt
1112   взглянув                   11   voyna-i-mir-tom-1.txt
1113   вздохнул                   11   voyna-i-mir-tom-1.txt
1114   вновь                      11   voyna-i-mir-tom-1.txt
1115   войны                      11   voyna-i-mir-tom-1.txt
1116   вполне                     11   voyna-i-mir-tom-1.txt
1117   впрочем                    11   voyna-i-mir-tom-1.txt
1118   высокий                    11   voyna-i-mir-tom-1.txt
1119   выстрел                    11   voyna-i-mir-tom-1.txt
1120   горе                       11   voyna-i-mir-tom-1.txt
1121   груди                      11   voyna-i-mir-tom-1.txt
1122   грудь                      11   voyna-i-mir-tom-1.txt, Пушкин_Пророк.txt
1123   двигались                  11   voyna-i-mir-tom-1.txt
1124   детей                      11   voyna-i-mir-tom-1.txt
1125   диван                      11   voyna-i-mir-tom-1.txt
1126   доктора                    11   voyna-i-mir-tom-1.txt
1127   другими                    11   voyna-i-mir-tom-1.txt
1128   другу                      11   voyna-i-mir-tom-1.txt
1129   думает                     11   voyna-i-mir-tom-1.txt
1130   думаете                    11   voyna-i-mir-tom-1.txt
1131   желания                    11   voyna-i-mir-tom-1.txt
1132   жены                       11   voyna-i-mir-tom-1.txt
1133   жеркова                    11   voyna-i-mir-tom-1.txt
1134   забыл                      11   voyna-i-mir-tom-1.txt
1135   занят                      11   voyna-i-mir-tom-1.txt
1136   значит                     11   voyna-i-mir-tom-1.txt
1137   извольте                   11   voyna-i-mir-tom-1.txt
1138   казался                    11   voyna-i-mir-tom-1.txt
1139   колес                      11   voyna-i-mir-tom-1.txt
1140   кресле                     11   voyna-i-mir-tom-1.txt
1141   крик                       11   voyna-i-mir-tom-1.txt
1142   кругом                     11   voyna-i-mir-tom-1.txt
1143   левого                     11   voyna-i-mir-tom-1.txt
1144   мака                       11   voyna-i-mir-tom-1.txt
1145   маленький                  11   voyna-i-mir-tom-1.txt
1146   массы                      11   voyna-i-mir-tom-1.txt
1147   министр                    11   voyna-i-mir-tom-1.txt
1148   михайловной                11   voyna-i-mir-tom-1.txt
1149   михайловну                 11   voyna-i-mir-tom-1.txt
1150   могут                      11   voyna-i-mir-tom-1.txt
1151   молодому                   11   voyna-i-mir-tom-1.txt
1152   мыслей                     11   voyna-i-mir-tom-1.txt
1153   нами                       11   voyna-i-mir-tom-1.txt
1154   наполеона                  11   voyna-i-mir-tom-1.txt
1155   нарочно                    11   voyna-i-mir-tom-1.txt
1156   начальство                 11   voyna-i-mir-tom-1.txt
1157   обедать                    11   voyna-i-mir-tom-1.txt
1158   обмануть                   11   voyna-i-mir-tom-1.txt
1159   огонь                      11   voyna-i-mir-tom-1.txt
1160   остановиться               11   voyna-i-mir-tom-1.txt
1161   отступать                  11   voyna-i-mir-tom-1.txt
1162   очки                       11   voyna-i-mir-tom-1.txt
1163   пехота                     11   voyna-i-mir-tom-1.txt
1164   плохо                      11   voyna-i-mir-tom-1.txt
1165   побежал                    11   voyna-i-mir-tom-1.txt
1166   поздно                     11   voyna-i-mir-tom-1.txt
1167   пойду                      11   voyna-i-mir-tom-1.txt
1168   показалось                 11   voyna-i-mir-tom-1.txt
1169   показывая                  11   voyna-i-mir-tom-1.txt
1170   полковому                  11   voyna-i-mir-tom-1.txt
1171   получил                    11   voyna-i-mir-tom-1.txt
1172   помню                      11   voyna-i-mir-tom-1.txt
1173   почтительно                11   voyna-i-mir-tom-1.txt
1174   пошла                      11   voyna-i-mir-tom-1.txt
1175   презрительно               11   voyna-i-mir-tom-1.txt
1176   приказания                 11   voyna-i-mir-tom-1.txt
1177   принял                     11   voyna-i-mir-tom-1.txt
1178   продолжая                  11   voyna-i-mir-tom-1.txt
1179   ранен                      11   voyna-i-mir-tom-1.txt
1180   речи                       11   voyna-i-mir-tom-1.txt
1181   русский                    11   voyna-i-mir-tom-1.txt
1182   самые                      11   voyna-i-mir-tom-1.txt
1183   сделала                    11   voyna-i-mir-tom-1.txt
1184   силах                      11   voyna-i-mir-tom-1.txt
1185   сильнее                    11   voyna-i-mir-tom-1.txt
1186   слез                       11   voyna-i-mir-tom-1.txt
1187   случилось                  11   voyna-i-mir-tom-1.txt
1188   смерть                     11   voyna-i-mir-tom-1.txt
1189   стрелять                   11   voyna-i-mir-tom-1.txt
1190   счастлив                   11   voyna-i-mir-tom-1.txt
1191   телянина                   11   voyna-i-mir-tom-1.txt
1192   третий                     11   voyna-i-mir-tom-1.txt
1193   тушину                     11   voyna-i-mir-tom-1.txt
1194   убит                       11   voyna-i-mir-tom-1.txt
1195   удовольствие               11   voyna-i-mir-tom-1.txt
1196   узнать                     11   voyna-i-mir-tom-1.txt
1197   умел                       11   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
1198   умереть                    11   voyna-i-mir-tom-1.txt
1199   урра                       11   voyna-i-mir-tom-1.txt
1200   француз                    11   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
1201   французами                 11   voyna-i-mir-tom-1.txt
1202   хотели                     11   voyna-i-mir-tom-1.txt
1203   части                      11   voyna-i-mir-tom-1.txt
1204   чемто                      11   voyna-i-mir-tom-1.txt
1205   чему                       11   voyna-i-mir-tom-1.txt
1206   честь                      11   voyna-i-mir-tom-1.txt
1207   чорт                       11   voyna-i-mir-tom-1.txt
1208   шаги                       11   voyna-i-mir-tom-1.txt
1209   эскадрона                  11   voyna-i-mir-tom-1.txt
1210   amie                       10   voyna-i-mir-tom-1.txt
1211   avec                       10   voyna-i-mir-tom-1.txt
1212   madame                     10   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
1213   monsieur                   10   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
1214   sa                         10   voyna-i-mir-tom-1.txt
1215   voir                       10   voyna-i-mir-tom-1.txt
1216   австрийскому               10   voyna-i-mir-tom-1.txt
1217   армией                     10   voyna-i-mir-tom-1.txt
1218   атаки                      10   voyna-i-mir-tom-1.txt
1219   бежали                     10   voyna-i-mir-tom-1.txt
1220   болконскому                10   voyna-i-mir-tom-1.txt
1221   больного                   10   voyna-i-mir-tom-1.txt
1222   большую                    10   voyna-i-mir-tom-1.txt
1223   бонапарта                  10   voyna-i-mir-tom-1.txt
1224   везде                      10   voyna-i-mir-tom-1.txt
1225   верст                      10   voyna-i-mir-tom-1.txt
1226   веселее                    10   voyna-i-mir-tom-1.txt
1227   виднелись                  10   voyna-i-mir-tom-1.txt
1228   вижу                       10   voyna-i-mir-tom-1.txt
1229   вина                       10   voyna-i-mir-tom-1.txt
1230   внимание                   10   voyna-i-mir-tom-1.txt
1231   войне                      10   voyna-i-mir-tom-1.txt
1232   войсками                   10   voyna-i-mir-tom-1.txt
1233   волос                      10   voyna-i-mir-tom-1.txt
1234   воображении                10   voyna-i-mir-tom-1.txt
1235   вообще                     10   voyna-i-mir-tom-1.txt
1236   всею                       10   voyna-i-mir-tom-1.txt
1237   всякий                     10   voyna-i-mir-tom-1.txt
1238   выразить                   10   voyna-i-mir-tom-1.txt
1239   гвардия                    10   voyna-i-mir-tom-1.txt
1240   генералы                   10   voyna-i-mir-tom-1.txt
1241   глядел                     10   voyna-i-mir-tom-1.txt
1242   голове                     10   voyna-i-mir-tom-1.txt
1243   гораздо                    10   voyna-i-mir-tom-1.txt
1244   границей                   10   voyna-i-mir-tom-1.txt
1245   графом                     10   voyna-i-mir-tom-1.txt
1246   грустно                    10   voyna-i-mir-tom-1.txt
1247   губы                       10   voyna-i-mir-tom-1.txt
1248   дай                        10   voyna-i-mir-tom-1.txt
1249   дежурный                   10   voyna-i-mir-tom-1.txt
1250   делает                     10   voyna-i-mir-tom-1.txt
1251   делали                     10   voyna-i-mir-tom-1.txt
1252   держала                    10   voyna-i-mir-tom-1.txt
1253   дипломат                   10   voyna-i-mir-tom-1.txt
1254   добрый                     10   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
1255   дом                        10   voyna-i-mir-tom-1.txt
1256   дорога                     10   voyna-i-mir-tom-1.txt
1257   другую                     10   voyna-i-mir-tom-1.txt
1258   дурно                      10   voyna-i-mir-tom-1.txt
1259   живо                       10   voyna-i-mir-tom-1.txt
1260   завещание                  10   voyna-i-mir-tom-1.txt
1261   закрыл                     10   voyna-i-mir-tom-1.txt
1262   заняты                     10   voyna-i-mir-tom-1.txt
1263   знамя                      10   voyna-i-mir-tom-1.txt
1264   знают                      10   voyna-i-mir-tom-1.txt
1265   кавалерии                  10   voyna-i-mir-tom-1.txt
1266   казак                      10   voyna-i-mir-tom-1.txt
1267   какие                      10   voyna-i-mir-tom-1.txt
1268   капитана                   10   voyna-i-mir-tom-1.txt
1269   княгине                    10   voyna-i-mir-tom-1.txt
1270   княгиню                    10   voyna-i-mir-tom-1.txt
1271   красивый                   10   voyna-i-mir-tom-1.txt
1272   курагина                   10   voyna-i-mir-tom-1.txt
1273   лежал                      10   voyna-i-mir-tom-1.txt, Пушкин_Пророк.txt
1274   любит                      10   voyna-i-mir-tom-1.txt
1275   мари                       10   voyna-i-mir-tom-1.txt
1276   меньше                     10   voyna-i-mir-tom-1.txt
1277   можем                      10   voyna-i-mir-tom-1.txt
1278   моих                       10   voyna-i-mir-tom-1.txt, Пушкин_Пророк.txt
1279   молодые                    10   voyna-i-mir-tom-1.txt
1280   молодых                    10   voyna-i-mir-tom-1.txt
1281   молчания                   10   voyna-i-mir-tom-1.txt
1282   мужчина                    10   voyna-i-mir-tom-1.txt
1283   мундире                    10   voyna-i-mir-tom-1.txt
1284   найти                      10   voyna-i-mir-tom-1.txt
1285   небо                       10   voyna-i-mir-tom-1.txt
1286   неподвижно                 10   voyna-i-mir-tom-1.txt
1287   неприятелем                10   voyna-i-mir-tom-1.txt
1288   носом                      10   voyna-i-mir-tom-1.txt
1289   оглядывался                10   voyna-i-mir-tom-1.txt
1290   огни                       10   voyna-i-mir-tom-1.txt
1291   опустил                    10   voyna-i-mir-tom-1.txt
1292   оставил                    10   voyna-i-mir-tom-1.txt
1293   останавливаясь             10   voyna-i-mir-tom-1.txt
1294   отыскивать                 10   voyna-i-mir-tom-1.txt
1295   офицером                   10   voyna-i-mir-tom-1.txt
1296   офицеру                    10   voyna-i-mir-tom-1.txt
1297   павловне                   10   voyna-i-mir-tom-1.txt
1298   первую                     10   voyna-i-mir-tom-1.txt
1299   передать                   10   voyna-i-mir-tom-1.txt
1300   передней                   10   voyna-i-mir-tom-1.txt
1301   платья                     10   voyna-i-mir-tom-1.txt
1302   плечи                      10   voyna-i-mir-tom-1.txt
1303   победа                     10   voyna-i-mir-tom-1.txt
1304   победе                     10   voyna-i-mir-tom-1.txt
1305   повозки                    10   voyna-i-mir-tom-1.txt
1306   поднялся                   10   voyna-i-mir-tom-1.txt
1307   показалась                 10   voyna-i-mir-tom-1.txt
1308   показались                 10   voyna-i-mir-tom-1.txt
1309   полки                      10   voyna-i-mir-tom-1.txt
1310   положения                  10   voyna-i-mir-tom-1.txt
1311   принять                    10   voyna-i-mir-tom-1.txt
1312   просила                    10   voyna-i-mir-tom-1.txt
1313   прочь                      10   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
1314   пускай                     10   voyna-i-mir-tom-1.txt
1315   рассказывать               10   voyna-i-mir-tom-1.txt
1316   решил                      10   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
1317   рук                        10   voyna-i-mir-tom-1.txt
1318   рядам                      10   voyna-i-mir-tom-1.txt
1319   свет                       10   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
1320   сих                        10   voyna-i-mir-tom-1.txt
1321   сказано                    10   voyna-i-mir-tom-1.txt
1322   сначала                    10   voyna-i-mir-tom-1.txt
1323   солнце                     10   voyna-i-mir-tom-1.txt
1324   состоянии                  10   voyna-i-mir-tom-1.txt
1325   спросить                   10   voyna-i-mir-tom-1.txt
1326   стоявший                   10   voyna-i-mir-tom-1.txt
1327   счастие                    10   voyna-i-mir-tom-1.txt
1328   счастливо                  10   voyna-i-mir-tom-1.txt
1329   такая                      10   voyna-i-mir-tom-1.txt
1330   такою                      10   voyna-i-mir-tom-1.txt
1331   тон                        10   voyna-i-mir-tom-1.txt
1332   тою                        10   voyna-i-mir-tom-1.txt
1333   ума                        10   voyna-i-mir-tom-1.txt
1334   ура                        10   voyna-i-mir-tom-1.txt
1335   услыхал                    10   voyna-i-mir-tom-1.txt
1336   учтиво                     10   voyna-i-mir-tom-1.txt
1337   хороша                     10   voyna-i-mir-tom-1.txt
1338   черта                      10   voyna-i-mir-tom-1.txt
1339   числе                      10   voyna-i-mir-tom-1.txt
1340   чувствовала                10   voyna-i-mir-tom-1.txt
1341   шла                        10   voyna-i-mir-tom-1.txt
1342   юнкер                      10   voyna-i-mir-tom-1.txt
1343   1805                        9   voyna-i-mir-tom-1.txt
1344   cet                         9   voyna-i-mir-tom-1.txt
1345   chose                       9   voyna-i-mir-tom-1.txt
1346   comte                       9   voyna-i-mir-tom-1.txt
1347   femme                       9   voyna-i-mir-tom-1.txt
1348   ils                         9   voyna-i-mir-tom-1.txt
1349   lempereur                   9   voyna-i-mir-tom-1.txt
1350   lui                         9   voyna-i-mir-tom-1.txt
1351   marieie                     9   voyna-i-mir-tom-1.txt
1352   mes                         9   voyna-i-mir-tom-1.txt
1353   petit                       9   voyna-i-mir-tom-1.txt
1354   quelle                      9   voyna-i-mir-tom-1.txt
1355   quon                        9   voyna-i-mir-tom-1.txt
1356   tete                        9   voyna-i-mir-tom-1.txt
1357   voila                       9   voyna-i-mir-tom-1.txt
1358   wir                         9   voyna-i-mir-tom-1.txt
1359   австрийские                 9   voyna-i-mir-tom-1.txt
1360   англичанин                  9   voyna-i-mir-tom-1.txt
1361   анной                       9   voyna-i-mir-tom-1.txt
1362   батарее                     9   voyna-i-mir-tom-1.txt
1363   богданыч                    9   voyna-i-mir-tom-1.txt
1364   боится                      9   voyna-i-mir-tom-1.txt
1365   вернулся                    9   voyna-i-mir-tom-1.txt
1366   веселый                     9   voyna-i-mir-tom-1.txt
1367   вечером                     9   voyna-i-mir-tom-1.txt
1368   взглядывая                  9   voyna-i-mir-tom-1.txt
1369   вздохом                     9   voyna-i-mir-tom-1.txt
1370   видны                       9   voyna-i-mir-tom-1.txt
1371   внизу                       9   voyna-i-mir-tom-1.txt
1372   возможно                    9   voyna-i-mir-tom-1.txt
1373   возьми                      9   voyna-i-mir-tom-1.txt
1374   войну                       9   voyna-i-mir-tom-1.txt
1375   воли                        9   voyna-i-mir-tom-1.txt
1376   волосы                      9   voyna-i-mir-tom-1.txt
1377   вчера                       9   voyna-i-mir-tom-1.txt
1378   выстрела                    9   voyna-i-mir-tom-1.txt
1379   выстрелов                   9   voyna-i-mir-tom-1.txt
1380   вышли                       9   voyna-i-mir-tom-1.txt
1381   главной                     9   voyna-i-mir-tom-1.txt
1382   главнокомандующему          9   voyna-i-mir-tom-1.txt
1383   гусарский                   9   voyna-i-mir-tom-1.txt
1384   дамы                        9   voyna-i-mir-tom-1.txt
1385   дел                         9   voyna-i-mir-tom-1.txt
1386   делами                      9   voyna-i-mir-tom-1.txt
1387   делают                      9   voyna-i-mir-tom-1.txt
1388   денег                       9   voyna-i-mir-tom-1.txt
1389   детства                     9   voyna-i-mir-tom-1.txt
1390   думаешь                     9   voyna-i-mir-tom-1.txt
1391   дым                         9   voyna-i-mir-tom-1.txt
1392   желала                      9   voyna-i-mir-tom-1.txt
1393   желаю                       9   voyna-i-mir-tom-1.txt
1394   заговорила                  9   voyna-i-mir-tom-1.txt
1395   залу                        9   voyna-i-mir-tom-1.txt
1396   знали                       9   voyna-i-mir-tom-1.txt
1397   известием                   9   voyna-i-mir-tom-1.txt
1398   имеет                       9   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
1399   иметь                       9   voyna-i-mir-tom-1.txt
1400   ишь                         9   voyna-i-mir-tom-1.txt
1401   книзу                       9   voyna-i-mir-tom-1.txt
1402   кончено                     9   voyna-i-mir-tom-1.txt
1403   которою                     9   voyna-i-mir-tom-1.txt
1404   крепко                      9   voyna-i-mir-tom-1.txt
1405   лед                         9   voyna-i-mir-tom-1.txt
1406   лесу                        9   voyna-i-mir-tom-1.txt
1407   лиза                        9   voyna-i-mir-tom-1.txt
1408   маленькую                   9   voyna-i-mir-tom-1.txt
1409   марье                       9   voyna-i-mir-tom-1.txt
1410   мгновенно                   9   voyna-i-mir-tom-1.txt
1411   мере                        9   voyna-i-mir-tom-1.txt
1412   минута                      9   voyna-i-mir-tom-1.txt
1413   мире                        9   voyna-i-mir-tom-1.txt
1414   мнения                      9   voyna-i-mir-tom-1.txt
1415   молодости                   9   voyna-i-mir-tom-1.txt
