=======================================================================================
                            TOP-5000 САМЫХ ЧАСТЫХ СЛОВ
                            Сортировка: По_частоте
=======================================================================================

Режим: Все файлы
Файл: Папка SourceTexts
Дата: Dec 10 2025 15:20:06

-----------------------------------------------------------------------------------------------------------------------
  №   Слово                 Частота     Документы
3675   храбрость                   4   voyna-i-mir-tom-1.txt
3676   царя                        4   voyna-i-mir-tom-1.txt
3677   цели                        4   voyna-i-mir-tom-1.txt
3678   центра                      4   voyna-i-mir-tom-1.txt
3679   цепляясь                    4   voyna-i-mir-tom-1.txt
3680   часами                      4   voyna-i-mir-tom-1.txt
3681   черед                       4   voyna-i-mir-tom-1.txt
3682   черный                      4   voyna-i-mir-tom-1.txt
3683   чертами                     4   voyna-i-mir-tom-1.txt
3684   чиновник                    4   voyna-i-mir-tom-1.txt
3685   чисто                       4   voyna-i-mir-tom-1.txt
3686   читая                       4   voyna-i-mir-tom-1.txt
3687   член                        4   voyna-i-mir-tom-1.txt
3688   чорту                       4   voyna-i-mir-tom-1.txt
3689   чтения                      4   voyna-i-mir-tom-1.txt
3690   чулках                      4   voyna-i-mir-tom-1.txt
3691   чутьем                      4   voyna-i-mir-tom-1.txt
3692   шагая                       4   voyna-i-mir-tom-1.txt
3693   шедший                      4   voyna-i-mir-tom-1.txt
3694   шенграбен                   4   voyna-i-mir-tom-1.txt
3695   шестой                      4   voyna-i-mir-tom-1.txt
3696   шинелях                     4   voyna-i-mir-tom-1.txt
3697   шопот                       4   voyna-i-mir-tom-1.txt
3698   штабных                     4   voyna-i-mir-tom-1.txt
3699   штыками                     4   voyna-i-mir-tom-1.txt
3700   шутки                       4   voyna-i-mir-tom-1.txt
3701   шучу                        4   voyna-i-mir-tom-1.txt
3702   энглизированной             4   voyna-i-mir-tom-1.txt
3703   эскадроном                  4   voyna-i-mir-tom-1.txt
3704   юнкера                      4   voyna-i-mir-tom-1.txt
3705   ядер                        4   voyna-i-mir-tom-1.txt
3706   яснее                       4   voyna-i-mir-tom-1.txt
3707   ясное                       4   voyna-i-mir-tom-1.txt
3708   1                           3   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
3709   19                          3   voyna-i-mir-tom-1.txt
3710   1й                          3   voyna-i-mir-tom-1.txt
3711   25                          3   voyna-i-mir-tom-1.txt
3712   3ю                          3   voyna-i-mir-tom-1.txt
3713   6го                         3   voyna-i-mir-tom-1.txt
3714   affaires                    3   voyna-i-mir-tom-1.txt
3715   altercation                 3   voyna-i-mir-tom-1.txt
3716   ame                         3   voyna-i-mir-tom-1.txt
3717   assez                       3   voyna-i-mir-tom-1.txt
3718   auf                         3   voyna-i-mir-tom-1.txt
3719   avoir                       3   voyna-i-mir-tom-1.txt
3720   beaux                       3   voyna-i-mir-tom-1.txt
3721   boris                       3   voyna-i-mir-tom-1.txt
3722   brave                       3   voyna-i-mir-tom-1.txt
3723   calme                       3   voyna-i-mir-tom-1.txt
3724   campagne                    3   voyna-i-mir-tom-1.txt
3725   catiche                     3   voyna-i-mir-tom-1.txt
3726   cause                       3   voyna-i-mir-tom-1.txt
3727   cependant                   3   voyna-i-mir-tom-1.txt
3728   cetait                      3   voyna-i-mir-tom-1.txt
3729   charmante                   3   voyna-i-mir-tom-1.txt
3730   cherchons                   3   voyna-i-mir-tom-1.txt
3731   cheval                      3   voyna-i-mir-tom-1.txt
3732   choses                      3   voyna-i-mir-tom-1.txt
3733   courage                     3   voyna-i-mir-tom-1.txt
3734   crois                       3   voyna-i-mir-tom-1.txt
3735   decide                      3   voyna-i-mir-tom-1.txt
3736   devoirs                     3   voyna-i-mir-tom-1.txt
3737   dirai                       3   voyna-i-mir-tom-1.txt
3738   donau                       3   voyna-i-mir-tom-1.txt
3739   donne                       3   voyna-i-mir-tom-1.txt
3740   donner                      3   voyna-i-mir-tom-1.txt
3741   dun                         3   voyna-i-mir-tom-1.txt
3742   eleve                       3   voyna-i-mir-tom-1.txt
3743   enfin                       3   voyna-i-mir-tom-1.txt
3744   entendre                    3   voyna-i-mir-tom-1.txt
3745   er                          3   voyna-i-mir-tom-1.txt
3746   etre                        3   voyna-i-mir-tom-1.txt
3747   excellent                   3   voyna-i-mir-tom-1.txt
3748   excellente                  3   voyna-i-mir-tom-1.txt
3749   existence                   3   voyna-i-mir-tom-1.txt
3750   exprimer                    3   voyna-i-mir-tom-1.txt
3751   faible                      3   voyna-i-mir-tom-1.txt
3752   famille                     3   voyna-i-mir-tom-1.txt
3753   fera                        3   voyna-i-mir-tom-1.txt
3754   foi                         3   voyna-i-mir-tom-1.txt
3755   fois                        3   voyna-i-mir-tom-1.txt
3756   fortune                     3   voyna-i-mir-tom-1.txt
3757   garde                       3   voyna-i-mir-tom-1.txt
3758   genlis                      3   voyna-i-mir-tom-1.txt
3759   helene                      3   voyna-i-mir-tom-1.txt
3760   heros                       3   voyna-i-mir-tom-1.txt
3761   heureuse                    3   voyna-i-mir-tom-1.txt
3762   i                           3   voyna-i-mir-tom-1.txt
3763   interets                    3   voyna-i-mir-tom-1.txt
3764   ist                         3   voyna-i-mir-tom-1.txt
3765   ix                          3   voyna-i-mir-tom-1.txt
3766   jespere                     3   voyna-i-mir-tom-1.txt
3767   kolonne                     3   voyna-i-mir-tom-1.txt
3768   l                           3   voyna-i-mir-tom-1.txt
3769   labsence                    3   voyna-i-mir-tom-1.txt
3770   laisse                      3   voyna-i-mir-tom-1.txt
3771   laissez                     3   voyna-i-mir-tom-1.txt
3772   laissezmoi                  3   voyna-i-mir-tom-1.txt
3773   laquelle                    3   voyna-i-mir-tom-1.txt
3774   lautre                      3   voyna-i-mir-tom-1.txt
3775   livre                       3   voyna-i-mir-tom-1.txt
3776   lune                        3   voyna-i-mir-tom-1.txt
3777   marieche                    3   voyna-i-mir-tom-1.txt
3778   marieschirt                 3   voyna-i-mir-tom-1.txt
3779   mauvais                     3   voyna-i-mir-tom-1.txt
3780   meme                        3   voyna-i-mir-tom-1.txt
3781   mort                        3   voyna-i-mir-tom-1.txt
3782   nom                         3   voyna-i-mir-tom-1.txt
3783   ny                          3   voyna-i-mir-tom-1.txt
3784   oh                          3   voyna-i-mir-tom-1.txt
3785   parait                      3   voyna-i-mir-tom-1.txt
3786   parlez                      3   voyna-i-mir-tom-1.txt
3787   poetique                    3   voyna-i-mir-tom-1.txt
3788   point                       3   voyna-i-mir-tom-1.txt
3789   propos                      3   voyna-i-mir-tom-1.txt
3790   quils                       3   voyna-i-mir-tom-1.txt
3791   quitte                      3   voyna-i-mir-tom-1.txt
3792   regard                      3   voyna-i-mir-tom-1.txt
3793   reviendra                   3   voyna-i-mir-tom-1.txt
3794   revoir                      3   voyna-i-mir-tom-1.txt
3795   russes                      3   voyna-i-mir-tom-1.txt
3796   salon                       3   voyna-i-mir-tom-1.txt
3797   savoir                      3   voyna-i-mir-tom-1.txt
3798   sen                         3   voyna-i-mir-tom-1.txt
3799   sentiments                  3   voyna-i-mir-tom-1.txt
3800   serait                      3   voyna-i-mir-tom-1.txt
3801   ses                         3   voyna-i-mir-tom-1.txt
3802   seule                       3   voyna-i-mir-tom-1.txt
3803   seulement                   3   voyna-i-mir-tom-1.txt
3804   soiree                      3   voyna-i-mir-tom-1.txt
3805   soit                        3   voyna-i-mir-tom-1.txt
3806   sort                        3   voyna-i-mir-tom-1.txt
3807   sous                        3   voyna-i-mir-tom-1.txt
3808   suite                       3   voyna-i-mir-tom-1.txt
3809   tellement                   3   voyna-i-mir-tom-1.txt
3810   temps                       3   voyna-i-mir-tom-1.txt
3811   trahison                    3   voyna-i-mir-tom-1.txt
3812   uns                         3   voyna-i-mir-tom-1.txt
3813   venez                       3   voyna-i-mir-tom-1.txt
3814   vienne                      3   voyna-i-mir-tom-1.txt
3815   vieux                       3   voyna-i-mir-tom-1.txt
3816   von                         3   voyna-i-mir-tom-1.txt
3817   x                           3   voyna-i-mir-tom-1.txt
3818   xa                          3   voyna-i-mir-tom-1.txt
3819   xi                          3   voyna-i-mir-tom-1.txt
3820   xii                         3   voyna-i-mir-tom-1.txt
3821   xiii                        3   voyna-i-mir-tom-1.txt
3822   xiv                         3   voyna-i-mir-tom-1.txt
3823   xix                         3   voyna-i-mir-tom-1.txt
3824   xvi                         3   voyna-i-mir-tom-1.txt
3825   xviii                       3   voyna-i-mir-tom-1.txt
3826   yeux                        3   voyna-i-mir-tom-1.txt
3827   аванпостах                  3   voyna-i-mir-tom-1.txt
3828   адъютантом                  3   voyna-i-mir-tom-1.txt
3829   акцентом                    3   voyna-i-mir-tom-1.txt
3830   англии                      3   voyna-i-mir-tom-1.txt
3831   англичанину                 3   voyna-i-mir-tom-1.txt
3832   андреевичу                  3   voyna-i-mir-tom-1.txt
3833   андреича                    3   voyna-i-mir-tom-1.txt
3834   арнауты                     3   voyna-i-mir-tom-1.txt
3835   артиллерии                  3   voyna-i-mir-tom-1.txt
3836   артиллерист                 3   voyna-i-mir-tom-1.txt
3837   артиллерию                  3   voyna-i-mir-tom-1.txt
3838   атаке                       3   voyna-i-mir-tom-1.txt
3839   ауэрсперга                  3   voyna-i-mir-tom-1.txt
3840   бала                        3   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
3841   барина                      3   voyna-i-mir-tom-1.txt
3842   басистым                    3   voyna-i-mir-tom-1.txt
3843   баталион                    3   voyna-i-mir-tom-1.txt
3844   батальоны                   3   voyna-i-mir-tom-1.txt
3845   батарей                     3   voyna-i-mir-tom-1.txt
3846   бегал                       3   voyna-i-mir-tom-1.txt
3847   бедуина                     3   voyna-i-mir-tom-1.txt
3848   бежать                      3   voyna-i-mir-tom-1.txt
3849   безвыездно                  3   voyna-i-mir-tom-1.txt
3850   безнадежно                  3   voyna-i-mir-tom-1.txt
3851   безухова                    3   voyna-i-mir-tom-1.txt
3852   берегу                      3   voyna-i-mir-tom-1.txt
3853   беречь                      3   voyna-i-mir-tom-1.txt
3854   беспокойно                  3   voyna-i-mir-tom-1.txt
3855   бесценный                   3   voyna-i-mir-tom-1.txt
3856   бешенства                   3   voyna-i-mir-tom-1.txt
3857   бишь                        3   voyna-i-mir-tom-1.txt
3858   блага                       3   voyna-i-mir-tom-1.txt
3859   благодаря                   3   voyna-i-mir-tom-1.txt
3860   бледное                     3   voyna-i-mir-tom-1.txt
3861   бледным                     3   voyna-i-mir-tom-1.txt
3862   блестя                      3   voyna-i-mir-tom-1.txt
3863   блестящая                   3   voyna-i-mir-tom-1.txt
3864   ближайших                   3   voyna-i-mir-tom-1.txt
3865   близких                     3   voyna-i-mir-tom-1.txt
3866   богата                      3   voyna-i-mir-tom-1.txt
3867   богатство                   3   voyna-i-mir-tom-1.txt
3868   бодро                       3   voyna-i-mir-tom-1.txt
3869   бойся                       3   voyna-i-mir-tom-1.txt
3870   бока                        3   voyna-i-mir-tom-1.txt
3871   болван                      3   voyna-i-mir-tom-1.txt
3872   болен                       3   voyna-i-mir-tom-1.txt
3873   боль                        3   voyna-i-mir-tom-1.txt
3874   больно                      3   voyna-i-mir-tom-1.txt
3875   большинство                 3   voyna-i-mir-tom-1.txt
3876   бонапартом                  3   voyna-i-mir-tom-1.txt
3877   бонапарту                   3   voyna-i-mir-tom-1.txt
3878   боялась                     3   voyna-i-mir-tom-1.txt
3879   боялись                     3   voyna-i-mir-tom-1.txt
3880   бояться                     3   voyna-i-mir-tom-1.txt
3881   братскою                    3   voyna-i-mir-tom-1.txt
3882   брату                       3   voyna-i-mir-tom-1.txt
3883   брать                       3   voyna-i-mir-tom-1.txt
3884   бровей                      3   voyna-i-mir-tom-1.txt
3885   бросая                      3   voyna-i-mir-tom-1.txt
3886   бросаясь                    3   voyna-i-mir-tom-1.txt
3887   бросились                   3   voyna-i-mir-tom-1.txt
3888   бросилось                   3   voyna-i-mir-tom-1.txt
3889   броситься                   3   voyna-i-mir-tom-1.txt
3890   бугре                       3   voyna-i-mir-tom-1.txt
3891   будущего                    3   voyna-i-mir-tom-1.txt
3892   бумага                      3   voyna-i-mir-tom-1.txt
3893   бумагами                    3   voyna-i-mir-tom-1.txt
3894   бунапарте                   3   voyna-i-mir-tom-1.txt
3895   бутылка                     3   voyna-i-mir-tom-1.txt
3896   бывала                      3   voyna-i-mir-tom-1.txt
3897   быстрым                     3   voyna-i-mir-tom-1.txt
3898   важном                      3   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
3899   важности                    3   voyna-i-mir-tom-1.txt
3900   васильем                    3   voyna-i-mir-tom-1.txt
3901   васька                      3   voyna-i-mir-tom-1.txt
3902   васьки                      3   voyna-i-mir-tom-1.txt
3903   вахмистр                    3   voyna-i-mir-tom-1.txt
3904   вашими                      3   voyna-i-mir-tom-1.txt
3905   ваших                       3   voyna-i-mir-tom-1.txt
3906   вдоль                       3   voyna-i-mir-tom-1.txt
3907   вел                         3   voyna-i-mir-tom-1.txt
3908   вела                        3   voyna-i-mir-tom-1.txt
3909   велела                      3   voyna-i-mir-tom-1.txt
3910   велят                       3   voyna-i-mir-tom-1.txt
3911   венский                     3   voyna-i-mir-tom-1.txt
3912   веретена                    3   voyna-i-mir-tom-1.txt
3913   верный                      3   voyna-i-mir-tom-1.txt
3914   веры                        3   voyna-i-mir-tom-1.txt
3915   веселой                     3   voyna-i-mir-tom-1.txt
3916   веселую                     3   voyna-i-mir-tom-1.txt
3917   вещами                      3   voyna-i-mir-tom-1.txt
3918   вещей                       3   voyna-i-mir-tom-1.txt
3919   взволнованный               3   voyna-i-mir-tom-1.txt
3920   взглядам                    3   voyna-i-mir-tom-1.txt
3921   взгляду                     3   voyna-i-mir-tom-1.txt
3922   взмахнув                    3   voyna-i-mir-tom-1.txt
3923   взорвать                    3   voyna-i-mir-tom-1.txt
3924   взята                       3   voyna-i-mir-tom-1.txt
3925   видимым                     3   voyna-i-mir-tom-1.txt
3926   виднелась                   3   voyna-i-mir-tom-1.txt
3927   виконту                     3   voyna-i-mir-tom-1.txt
3928   виноваты                    3   voyna-i-mir-tom-1.txt
3929   вином                       3   voyna-i-mir-tom-1.txt
3930   винценгероде                3   voyna-i-mir-tom-1.txt
3931   владимировичу               3   voyna-i-mir-tom-1.txt
3932   влюблен                     3   voyna-i-mir-tom-1.txt
3933   влюблены                    3   voyna-i-mir-tom-1.txt
3934   вне                         3   voyna-i-mir-tom-1.txt
3935   вовремя                     3   voyna-i-mir-tom-1.txt
3936   вода                        3   voyna-i-mir-tom-1.txt
3937   водки                       3   voyna-i-mir-tom-1.txt
3938   военную                     3   voyna-i-mir-tom-1.txt
3939   военных                     3   voyna-i-mir-tom-1.txt
3940   возбуждал                   3   voyna-i-mir-tom-1.txt
3941   возвращаясь                 3   voyna-i-mir-tom-1.txt
3942   воздухе                     3   voyna-i-mir-tom-1.txt
3943   возможным                   3   voyna-i-mir-tom-1.txt
3944   возражать                   3   voyna-i-mir-tom-1.txt
3945   возраста                    3   voyna-i-mir-tom-1.txt
3946   возьмем                     3   voyna-i-mir-tom-1.txt
3947   возьму                      3   voyna-i-mir-tom-1.txt
3948   войнах                      3   voyna-i-mir-tom-1.txt
3949   войти                       3   voyna-i-mir-tom-1.txt
3950   воля                        3   voyna-i-mir-tom-1.txt
3951   воображая                   3   voyna-i-mir-tom-1.txt
3952   вопросом                    3   voyna-i-mir-tom-1.txt
3953   вороных                     3   voyna-i-mir-tom-1.txt
3954   воротник                    3   voyna-i-mir-tom-1.txt
3955   воспитание                  3   voyna-i-mir-tom-1.txt
3956   воспитанника                3   voyna-i-mir-tom-1.txt
3957   воспользоваться             3   voyna-i-mir-tom-1.txt
3958   воспоминание                3   voyna-i-mir-tom-1.txt
3959   восточным                   3   voyna-i-mir-tom-1.txt
3960   впечатлений                 3   voyna-i-mir-tom-1.txt
3961   впечатления                 3   voyna-i-mir-tom-1.txt
3962   вправо                      3   voyna-i-mir-tom-1.txt
3963   вроде                       3   voyna-i-mir-tom-1.txt
3964   вскоре                      3   voyna-i-mir-tom-1.txt
3965   вспомнить                   3   voyna-i-mir-tom-1.txt
3966   встав                       3   voyna-i-mir-tom-1.txt
3967   встретил                    3   voyna-i-mir-tom-1.txt
3968   встретили                   3   voyna-i-mir-tom-1.txt
3969   встряхивая                  3   voyna-i-mir-tom-1.txt
3970   вступил                     3   voyna-i-mir-tom-1.txt
3971   всякое                      3   voyna-i-mir-tom-1.txt
3972   всякому                     3   voyna-i-mir-tom-1.txt
3973   всякую                      3   voyna-i-mir-tom-1.txt
3974   втроем                      3   voyna-i-mir-tom-1.txt
3975   входить                     3   voyna-i-mir-tom-1.txt
3976   выбежала                    3   voyna-i-mir-tom-1.txt
3977   выгодно                     3   voyna-i-mir-tom-1.txt
3978   выехали                     3   voyna-i-mir-tom-1.txt
3979   выйдя                       3   voyna-i-mir-tom-1.txt
3980   выказывал                   3   voyna-i-mir-tom-1.txt
3981   выпью                       3   voyna-i-mir-tom-1.txt
3982   выражала                    3   voyna-i-mir-tom-1.txt
3983   выражать                    3   voyna-i-mir-tom-1.txt
3984   выражений                   3   voyna-i-mir-tom-1.txt
3985   выразилась                  3   voyna-i-mir-tom-1.txt
3986   выразилось                  3   voyna-i-mir-tom-1.txt
3987   вырвал                      3   voyna-i-mir-tom-1.txt, Пушкин_Пророк.txt
3988   выскочил                    3   voyna-i-mir-tom-1.txt
3989   высотах                     3   voyna-i-mir-tom-1.txt
3990   высочество                  3   voyna-i-mir-tom-1.txt
3991   выстрелами                  3   voyna-i-mir-tom-1.txt
3992   выступил                    3   voyna-i-mir-tom-1.txt
3993   выступила                   3   voyna-i-mir-tom-1.txt
3994   высшее                      3   voyna-i-mir-tom-1.txt
3995   высшей                      3   voyna-i-mir-tom-1.txt
3996   высших                      3   voyna-i-mir-tom-1.txt
3997   вытягиваясь                 3   voyna-i-mir-tom-1.txt
3998   выходе                      3   voyna-i-mir-tom-1.txt
3999   выходку                     3   voyna-i-mir-tom-1.txt
4000   выходя                      3   voyna-i-mir-tom-1.txt
4001   гадкую                      3   voyna-i-mir-tom-1.txt
4002   генерального                3   voyna-i-mir-tom-1.txt
4003   герб                        3   voyna-i-mir-tom-1.txt
4004   герцог                      3   voyna-i-mir-tom-1.txt
4005   главе                       3   voyna-i-mir-tom-1.txt
4006   главного                    3   voyna-i-mir-tom-1.txt
4007   главные                     3   voyna-i-mir-tom-1.txt
4008   глубине                     3   voyna-i-mir-tom-1.txt
4009   глубоко                     3   voyna-i-mir-tom-1.txt
4010   глупостей                   3   voyna-i-mir-tom-1.txt
4011   глядела                     3   voyna-i-mir-tom-1.txt
4012   говора                      3   voyna-i-mir-tom-1.txt
4013   годами                      3   voyna-i-mir-tom-1.txt
4014   году                        3   voyna-i-mir-tom-1.txt
4015   годы                        3   voyna-i-mir-tom-1.txt
4016   головами                    3   voyna-i-mir-tom-1.txt
4017   голосу                      3   voyna-i-mir-tom-1.txt
4018   гор                         3   voyna-i-mir-tom-1.txt
4019   горами                      3   voyna-i-mir-tom-1.txt
4020   горизонт                    3   voyna-i-mir-tom-1.txt
4021   горючие                     3   voyna-i-mir-tom-1.txt
4022   господи                     3   voyna-i-mir-tom-1.txt
4023   господину                   3   voyna-i-mir-tom-1.txt
4024   гостям                      3   voyna-i-mir-tom-1.txt
4025   государственного            3   voyna-i-mir-tom-1.txt
4026   готово                      3   voyna-i-mir-tom-1.txt
4027   готовы                      3   voyna-i-mir-tom-1.txt
4028   границы                     3   voyna-i-mir-tom-1.txt
4029   грациозно                   3   voyna-i-mir-tom-1.txt
4030   громадными                  3   voyna-i-mir-tom-1.txt
4031   грубым                      3   voyna-i-mir-tom-1.txt
4032   грусть                      3   voyna-i-mir-tom-1.txt
4033   грязной                     3   voyna-i-mir-tom-1.txt
4034   грязью                      3   voyna-i-mir-tom-1.txt
4035   губа                        3   voyna-i-mir-tom-1.txt
4036   губах                       3   voyna-i-mir-tom-1.txt
4037   гувернантки                 3   voyna-i-mir-tom-1.txt
4038   гувернеры                   3   voyna-i-mir-tom-1.txt
4039   гусарами                    3   voyna-i-mir-tom-1.txt
4040   гусарским                   3   voyna-i-mir-tom-1.txt
4041   густых                      3   voyna-i-mir-tom-1.txt
4042   давайте                     3   voyna-i-mir-tom-1.txt
4043   давили                      3   voyna-i-mir-tom-1.txt
4044   даль                        3   voyna-i-mir-tom-1.txt
4045   дамам                       3   voyna-i-mir-tom-1.txt
4046   дамой                       3   voyna-i-mir-tom-1.txt
4047   дано                        3   voyna-i-mir-tom-1.txt
4048   дают                        3   voyna-i-mir-tom-1.txt
4049   дверью                      3   voyna-i-mir-tom-1.txt
4050   дверях                      3   voyna-i-mir-tom-1.txt
4051   двигался                    3   voyna-i-mir-tom-1.txt
4052   двигаясь                    3   voyna-i-mir-tom-1.txt
4053   двое                        3   voyna-i-mir-tom-1.txt
4054   двор                        3   voyna-i-mir-tom-1.txt
4055   дворецкий                   3   voyna-i-mir-tom-1.txt
4056   дворца                      3   voyna-i-mir-tom-1.txt
4057   двум                        3   voyna-i-mir-tom-1.txt
4058   дгаться                     3   voyna-i-mir-tom-1.txt
4059   дежурного                   3   voyna-i-mir-tom-1.txt
4060   делались                    3   voyna-i-mir-tom-1.txt
4061   делах                       3   voyna-i-mir-tom-1.txt
4062   денщика                     3   voyna-i-mir-tom-1.txt
4063   денщиков                    3   voyna-i-mir-tom-1.txt
4064   деревень                    3   voyna-i-mir-tom-1.txt
4065   дернул                      3   voyna-i-mir-tom-1.txt
4066   десяток                     3   voyna-i-mir-tom-1.txt
4067   детской                     3   voyna-i-mir-tom-1.txt
4068   дивизии                     3   voyna-i-mir-tom-1.txt
4069   дипломата                   3   voyna-i-mir-tom-1.txt
4070   дипломатов                  3   voyna-i-mir-tom-1.txt
4071   добрая                      3   voyna-i-mir-tom-1.txt
4072   добродетели                 3   voyna-i-mir-tom-1.txt
4073   добры                       3   voyna-i-mir-tom-1.txt
4074   довольна                    3   voyna-i-mir-tom-1.txt
4075   догнал                      3   voyna-i-mir-tom-1.txt
4076   догоняя                     3   voyna-i-mir-tom-1.txt
4077   доказать                    3   voyna-i-mir-tom-1.txt
4078   докладывал                  3   voyna-i-mir-tom-1.txt
4079   долгого                     3   voyna-i-mir-tom-1.txt
4080   долгом                      3   voyna-i-mir-tom-1.txt
4081   доложить                    3   voyna-i-mir-tom-1.txt
4082   долохову                    3   voyna-i-mir-tom-1.txt
4083   домашние                    3   voyna-i-mir-tom-1.txt
4084   домом                       3   voyna-i-mir-tom-1.txt
4085   дому                        3   voyna-i-mir-tom-1.txt
4086   дорожу                      3   voyna-i-mir-tom-1.txt
4087   досады                      3   voyna-i-mir-tom-1.txt
4088   достав                      3   voyna-i-mir-tom-1.txt
4089   доставая                    3   voyna-i-mir-tom-1.txt
4090   достала                     3   voyna-i-mir-tom-1.txt
4091   дотрогиваясь                3   voyna-i-mir-tom-1.txt
4092   дотронулась                 3   voyna-i-mir-tom-1.txt
4093   древко                      3   voyna-i-mir-tom-1.txt
4094   друбецкая                   3   voyna-i-mir-tom-1.txt
4095   дружбе                      3   voyna-i-mir-tom-1.txt
4096   дружок                      3   voyna-i-mir-tom-1.txt
4097   духовные                    3   voyna-i-mir-tom-1.txt
4098   душенька                    3   voyna-i-mir-tom-1.txt
4099   дымто                       3   voyna-i-mir-tom-1.txt
4100   дыша                        3   voyna-i-mir-tom-1.txt
4101   дядя                        3   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
4102   единственный                3   voyna-i-mir-tom-1.txt
4103   екатерины                   3   voyna-i-mir-tom-1.txt
4104   ели                         3   voyna-i-mir-tom-1.txt
4105   ехали                       3   voyna-i-mir-tom-1.txt
4106   жалею                       3   voyna-i-mir-tom-1.txt
4107   жаль                        3   voyna-i-mir-tom-1.txt
4108   жду                         3   voyna-i-mir-tom-1.txt
4109   желает                      3   voyna-i-mir-tom-1.txt
4110   желании                     3   voyna-i-mir-tom-1.txt
4111   женится                     3   voyna-i-mir-tom-1.txt
4112   жениться                    3   voyna-i-mir-tom-1.txt
4113   женщинах                    3   voyna-i-mir-tom-1.txt
4114   живых                       3   voyna-i-mir-tom-1.txt
4115   жилет                       3   voyna-i-mir-tom-1.txt
4116   зa                          3   voyna-i-mir-tom-1.txt
4117   забавно                     3   voyna-i-mir-tom-1.txt
4118   забудь                      3   voyna-i-mir-tom-1.txt
4119   забывать                    3   voyna-i-mir-tom-1.txt
4120   забывая                     3   voyna-i-mir-tom-1.txt
4121   забыть                      3   voyna-i-mir-tom-1.txt
4122   заглянул                    3   voyna-i-mir-tom-1.txt
4123   заднюю                      3   voyna-i-mir-tom-1.txt
4124   задом                       3   voyna-i-mir-tom-1.txt
4125   задрожала                   3   voyna-i-mir-tom-1.txt
4126   зажмурился                  3   voyna-i-mir-tom-1.txt
4127   заиграла                    3   voyna-i-mir-tom-1.txt
4128   заиграть                    3   voyna-i-mir-tom-1.txt
4129   заколыхались                3   voyna-i-mir-tom-1.txt
4130   закрыла                     3   voyna-i-mir-tom-1.txt
4131   заложив                     3   voyna-i-mir-tom-1.txt
4132   залы                        3   voyna-i-mir-tom-1.txt
4133   замечали                    3   voyna-i-mir-tom-1.txt
4134   замечание                   3   voyna-i-mir-tom-1.txt
4135   замок                       3   voyna-i-mir-tom-1.txt
4136   замолк                      3   voyna-i-mir-tom-1.txt
4137   замолкли                    3   voyna-i-mir-tom-1.txt
4138   замолчала                   3   voyna-i-mir-tom-1.txt
4139   занимался                   3   voyna-i-mir-tom-1.txt
4140   занятие                     3   voyna-i-mir-tom-1.txt
4141   занятиям                    3   voyna-i-mir-tom-1.txt
4142   занятого                    3   voyna-i-mir-tom-1.txt
4143   запах                       3   voyna-i-mir-tom-1.txt
4144   запыхавшись                 3   voyna-i-mir-tom-1.txt
4145   заре                        3   voyna-i-mir-tom-1.txt
4146   заряды                      3   voyna-i-mir-tom-1.txt
4147   заснул                      3   voyna-i-mir-tom-1.txt
4148   затрещала                   3   voyna-i-mir-tom-1.txt
4149   захохотал                   3   voyna-i-mir-tom-1.txt
4150   захочет                     3   voyna-i-mir-tom-1.txt
4151   звали                       3   voyna-i-mir-tom-1.txt
4152   звать                       3   voyna-i-mir-tom-1.txt
4153   звука                       3   voyna-i-mir-tom-1.txt
4154   звуках                      3   voyna-i-mir-tom-1.txt
4155   звуке                       3   voyna-i-mir-tom-1.txt
4156   звуку                       3   voyna-i-mir-tom-1.txt
4157   землячки                    3   voyna-i-mir-tom-1.txt
4158   зеркалом                    3   voyna-i-mir-tom-1.txt
4159   зиму                        3   voyna-i-mir-tom-1.txt
4160   знай                        3   voyna-i-mir-tom-1.txt
4161   знакомого                   3   voyna-i-mir-tom-1.txt
4162   знакомы                     3   voyna-i-mir-tom-1.txt
4163   знакомым                    3   voyna-i-mir-tom-1.txt
4164   знамена                     3   voyna-i-mir-tom-1.txt
4165   знание                      3   voyna-i-mir-tom-1.txt
4166   зовут                       3   voyna-i-mir-tom-1.txt
4167   золото                      3   voyna-i-mir-tom-1.txt
4168   зубами                      3   voyna-i-mir-tom-1.txt
4169   игры                        3   voyna-i-mir-tom-1.txt
4170   идеи                        3   voyna-i-mir-tom-1.txt
4171   иду                         3   voyna-i-mir-tom-1.txt
4172   избегая                     3   voyna-i-mir-tom-1.txt
4173   известна                    3   voyna-i-mir-tom-1.txt
4174   известная                   3   voyna-i-mir-tom-1.txt
4175   известного                  3   voyna-i-mir-tom-1.txt
4176   извиняться                  3   voyna-i-mir-tom-1.txt
4177   измена                      3   voyna-i-mir-tom-1.txt
4178   изо                         3   voyna-i-mir-tom-1.txt
4179   илья                        3   voyna-i-mir-tom-1.txt
4180   имеете                      3   voyna-i-mir-tom-1.txt
4181   имение                      3   voyna-i-mir-tom-1.txt
4182   императрице                 3   voyna-i-mir-tom-1.txt
4183   империалов                  3   voyna-i-mir-tom-1.txt
4184   интересен                   3   voyna-i-mir-tom-1.txt
